Name                  ;Cns ;Coordinates               ;Wv   ;Typ   ;    Diam;   Dist;    pmRA;    pmDe;    RV  ; Reference           ;Aliases
Spitzer J1834-0842    ;Sct ;18 34 37.2 -08 42 35      ;IR   ;EC    ;    1.00;   4700;        ;        ;        ; GDR2_Rej            ;
Alessi J1834-1248     ;Sct ;18 34 38.0 -12 47 57      ;Op   ;***   ;   40.00;       ;        ;        ;        ; GDR2_Rej            ;
SFC 7 A               ;Sct ;18 34 38.1 -07 53 53      ;IR   ;OB    ;   10.00;   5800;        ;        ;        ; GDR2_Rej            ;RMM 7a
SFC 7a                ;Sct ;18 34 38.1 -07 53 53      ;Op   ;OB    ;   10.00;       ;        ;        ;        ; GDR2_Rej            ;
REG 2                 ;Sct ;18 34 41.1 -08 34 22      ;IR   ;OC?   ;    4.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 829               ;Sct ;18 34 45.0 -08 32 35      ;IR   ;EC    ;    1.80;   5900;        ;        ;        ; GDR2_Rej            ;Bica 61
Bica 60               ;Sct ;18 34 45.0 -08 44 59      ;IR   ;***   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;
Mercer 10             ;Sct ;18 34 48.0 -08 47 17      ;IR   ;EC    ;    1.60;  10080;        ;        ;        ; GDR2_Rej            ;GLIMPSE 10
Iss 700               ;Sct ;18 34 49.0 -13 01 46      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 789               ;Sct ;18 34 49.1 -13 26 34      ;IR   ;***   ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
RM 6                  ;Sct ;18 34 51.3 -08 32 46      ;IR   ;OB    ;    2.10;   9200;        ;        ;        ; GDR2_Rej            ;Ryu 828
SUH 9                 ;Sct ;18 34 57.0 -09 53 42      ;IR   ;EC    ;    0.90;   4000;        ;        ;        ; GDR2_Rej            ;
SFC 5 A               ;Sct ;18 34 57.4 -08 56 11      ;IR   ;OB    ;   12.00;   4900;        ;        ;        ; GDR2_Rej            ;RMM 5a
SFC 5a                ;Sct ;18 34 57.4 -08 56 11      ;Op   ;OB    ;   12.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 815               ;Sct ;18 34 58.2 -15 34 45      ;Op   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Dolidze 31            ;Sct ;18 34 58.8 -06 51 00      ;Op   ;***   ;   13.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 14                ;Sct ;18 34 59.4 -12 55 07      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Spitzer J1835-0855    ;Sct ;18 35 09.0 -08 55 24      ;IR   ;EC    ;    1.20;   4600;        ;        ;        ; GDR2_Rej            ;
Iss 816               ;Sct ;18 35 09.6 -15 05 44      ;Op   ;***   ;    3.30;       ;        ;        ;        ; GDR2_Rej            ;
FSR 68                ;Sct ;18 35 11.0 -09 15 07      ;Op   ;***   ;    9.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 836               ;Sct ;18 35 13.8 -08 06 45      ;IR   ;EC    ;    1.60;  10800;        ;        ;        ; GDR2_Rej            ;
FSR 72                ;Sct ;18 35 14.9 -07 09 36      ;Op   ;***   ;   16.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 785               ;Sct ;18 35 15.9 -13 39 54      ;IR   ;***   ;    3.60;       ;        ;        ;        ; GDR2_Rej            ;
Iss 817               ;Sct ;18 35 21.8 -15 18 43      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 754               ;Sct ;18 35 26.9 -15 21 15      ;IR   ;***   ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 818               ;Sct ;18 35 28.2 -15 33 43      ;Op   ;***   ;    4.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 827               ;Sct ;18 35 32.3 -08 41 53      ;IR   ;***   ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 597               ;Sct ;18 35 32.9 -04 25 42      ;Op   ;***   ;    5.20;       ;        ;        ;        ; GDR2_Rej            ;
TC 1835-1241          ;Sct ;18 35 38.0 -12 41 10      ;Op   ;***   ;    0.50;       ;        ;        ;        ; GDR2_Rej            ;GSC 5699-4263 Grp
Iss 598               ;Sct ;18 35 49.6 -08 29 41      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 599               ;Sct ;18 35 51.2 -04 42 41      ;Op   ;***   ;    1.50;       ;        ;        ;        ; GDR2_Rej            ;
LMR 56                ;Sct ;18 35 51.2 -07 21 02      ;IR   ;SFR   ;   16.80;   7000;        ;        ;        ; GDR2_Rej            ;
Iss 600               ;Sct ;18 35 55.6 -08 28 41      ;Op   ;***   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 601               ;Sct ;18 35 55.6 -08 29 41      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
SUH 11                ;Sct ;18 36 05.0 -08 12 36      ;IR   ;EC    ;    1.40;   3900;        ;        ;        ; GDR2_Rej            ;
Ryu 791               ;Sct ;18 36 05.7 -13 21 50      ;IR   ;***   ;    3.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 848               ;Sct ;18 36 06.9 -07 31 10      ;IR   ;EC    ;    1.50;   9200;        ;        ;        ; GDR2_Rej            ;
Bica 65               ;Sct ;18 36 07.0 -07 15 02      ;IR   ;OC??  ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 839               ;Sct ;18 36 09.0 -07 55 18      ;IR   ;OC??  ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 854               ;Sct ;18 36 11.8 -07 14 50      ;IR   ;EC    ;    0.90;   6400;        ;        ;        ; GDR2_Rej            ;
LMR 55                ;Sct ;18 36 11.8 -07 45 19      ;IR   ;SFR   ;    1.60;   3800;        ;        ;        ; GDR2_Rej            ;
RM 10                 ;Sct ;18 36 15.1 -07 04 19      ;IR   ;OB    ;   26.70;   6100;        ;        ;        ; GDR2_Rej            ;
BDO 1                 ;Sct ;18 36 17.0 -06 43 29      ;IR   ;EC    ;    1.00;   3400;        ;        ;        ; GDR2_Rej            ;
RM 8                  ;Sct ;18 36 17.1 -08 02 45      ;IR   ;OB    ;   26.10;  10300;        ;        ;        ; GDR2_Rej            ;
SFC 10                ;Sct ;18 36 24.9 -06 55 38      ;IR   ;OB    ;   30.00;   6100;        ;        ;        ; GDR2_Rej            ;RMM 10
G3CC 58 B             ;Sct ;18 36 25.7 -06 39 40      ;Op   ;EC    ;    1.10;   2570;        ;        ;        ; GDR2_Rej            ;
SUH 12                ;Sct ;18 36 27.3 -07 40 34      ;IR   ;EC    ;    0.50;   4000;        ;        ;        ; GDR2_Rej            ;
LMR 58                ;Sct ;18 36 30.0 -06 37 43      ;IR   ;EC    ;    4.70;   8300;        ;        ;        ; GDR2_Rej            ;
Ryu 761               ;Sct ;18 36 37.1 -14 56 26      ;IR   ;***   ;    3.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 867               ;Sct ;18 36 38.2 -06 38 50      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
SFC 8                 ;Sct ;18 36 39.9 -07 58 47      ;IR   ;OB    ;   26.00;  10300;        ;        ;        ; GDR2_Rej            ;RMM 8, LMR 53
Ryu 239               ;Sct ;18 36 42.3 -12 24 05      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 865               ;Sct ;18 36 47.1 -06 47 56      ;IR   ;***   ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
Froebrich Cl 41       ;Sct ;18 36 47.1 -07 35 41      ;IR   ;EC    ;    0.43;   5800;        ;        ;        ; GDR2_Rej            ;IRAS 18340-0738
Ryu 849               ;Sct ;18 36 49.0 -07 35 48      ;IR   ;EC    ;    2.40;   5800;        ;        ;        ; GDR2_Rej            ;
Ryu 852               ;Sct ;18 36 51.3 -07 24 53      ;IR   ;EC    ;    1.50;   7700;        ;        ;        ; GDR2_Rej            ;
Teutsch J1836-0642    ;Sct ;18 36 54.1 -06 42 49      ;Op   ;EC    ;    6.00;   5600;        ;        ;        ; GDR2_Rej            ;
Ryu 758               ;Sct ;18 36 55.4 -15 03 20      ;IR   ;***   ;    3.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 604               ;Sct ;18 36 57.1 -04 39 36      ;Op   ;***   ;    6.10;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 863               ;Sct ;18 36 57.9 -06 53 20      ;IR   ;EC    ;    1.40;   7700;        ;        ;        ; GDR2_Rej            ;
Iss 701               ;Sct ;18 37 09.1 -14 41 35      ;Op   ;***   ;    5.90;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 242               ;Sct ;18 37 10.5 -11 52 17      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 255               ;Sct ;18 37 13.3 -06 00 31      ;IR   ;OC??  ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 702               ;Sct ;18 37 14.6 -09 18 35      ;Op   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 875               ;Sct ;18 37 20.0 -05 30 23      ;IR   ;EC    ;    1.90;   5300;        ;        ;        ; GDR2_Rej            ;
Ryu 837               ;Sct ;18 37 27.9 -08 19 54      ;IR   ;***   ;    3.20;       ;        ;        ;        ; GDR2_Rej            ;
Urq G25.73+0.23       ;Sct ;18 37 28.3 -06 16 34      ;IR   ;EC    ;    3.50;   8700;        ;        ;        ; GDR2_Rej            ;
Ryu 790               ;Sct ;18 37 28.9 -13 41 33      ;IR   ;***   ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 233               ;Sct ;18 37 28.9 -13 55 51      ;IR   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Spitzer J1837-0614    ;Sct ;18 37 31.1 -06 14 10      ;IR   ;EC    ;    0.70;   6600;        ;        ;        ; GDR2_Rej            ;
Ryu 245               ;Sct ;18 37 46.9 -10 01 43      ;IR   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
LMR 60                ;Sct ;18 37 47.0 -05 29 48      ;IR   ;SFR   ;    7.60;   5400;        ;        ;        ; GDR2_Rej            ;Russeil 55
Iss 605               ;Sct ;18 37 56.1 -08 56 32      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Bica 67               ;Sct ;18 38 08.0 -06 45 59      ;IR   ;EC    ;    2.00;   5600;        ;        ;        ; GDR2_Rej            ;
SUH 14                ;Sct ;18 38 16.1 -05 29 42      ;IR   ;EC    ;    1.50;   9900;        ;        ;        ; GDR2_Rej            ;Froebrich Cl 143, IRAS 18355-0532
SFC 12                ;Sct ;18 38 17.0 -06 06 44      ;Op   ;OB    ;   14.00;       ;        ;        ;        ; GDR2_Rej            ;
RM 12                 ;Sct ;18 38 18.3 -06 07 07      ;IR   ;SFR   ;   18.40;   7650;        ;        ;        ; GDR2_Rej            ;RMM 12, LMR 59
SUH 13                ;Sct ;18 38 19.4 -06 42 58      ;IR   ;EC    ;    0.90;   5130;        ;        ;        ; GDR2_Rej            ;
Iss 608               ;Sct ;18 38 19.6 -08 27 30      ;Op   ;***   ;    4.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 762               ;Sct ;18 38 32.8 -15 09 34      ;IR   ;***   ;    3.20;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 798               ;Sct ;18 38 33.8 -12 53 58      ;IR   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Bica 68               ;Sct ;18 38 34.0 -06 06 02      ;IR   ;OC    ;    2.00;   3000;        ;        ;        ; GDR2_Rej            ;
RM 11                 ;Sct ;18 38 34.0 -06 53 12      ;IR   ;SFR   ;    7.50;   4100;        ;        ;        ; GDR2_Rej            ;LMR 57
G3CC 59               ;Sct ;18 38 40.0 -05 35 06      ;IR   ;EC    ;    0.82;   4750;        ;        ;        ; GDR2_Rej            ;Az-Nk 12, IRAS 18360-0537
Azatyan-Nikoghosyan 12;Sct ;18 38 40.3 -05 35 06      ;IR   ;EC    ;    0.40;   6300;        ;        ;        ; GDR2_Rej            ;IRAS 18360-0537
Ryu 840               ;Sct ;18 38 40.9 -08 09 51      ;IR   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1643              ;Sct ;18 38 55.3 -04 43 46      ;Op   ;OC?   ;   36.00;   3759;        ;        ;        ; GDR2_Rej            ;FoF 1649, FoF 1660, FoF 450, FoF 453
Ryu 237               ;Sct ;18 39 00.3 -13 04 40      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
Urq G26.30+0.05       ;Sct ;18 39 04.1 -05 52 18      ;IR   ;EC    ;    1.10;   3800;        ;        ;        ; GDR2_Rej            ;
FNY 1                 ;Sct ;18 39 06.0 -06 04 28      ;IR   ;RSG?  ;    4.00;   3400;        ;        ;        ; GDR2_Rej            ;RSG 2SW, Ryu 871
TC 1839-0459          ;Sct ;18 39 09.0 -04 59 48      ;Op   ;***   ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1646              ;Sct ;18 39 13.2 -04 44 47      ;Op   ;OC?   ;   25.20;   2841;        ;        ;        ; GDR2_Rej            ;FoF 1649, FoF 1650, FoF 450, FoF 453
Iss 611               ;Sct ;18 39 22.5 -05 49 25      ;Op   ;***   ;    3.90;       ;        ;        ;        ; GDR2_Rej            ;
FoF 450               ;Sct ;18 39 23.7 -04 59 38      ;Op   ;OC?   ;   40.92;   3717;        ;        ;        ; GDR2_Rej            ;FoF 1222, FoF 1643, FoF 1646, FoF 1647, FoF 1649, FoF 1650, FoF 452, FoF 453
FoF 1661              ;Sct ;18 39 40.9 -04 00 29      ;Op   ;OC?   ;   27.12;   3534;        ;        ;        ; GDR2_Rej            ;FoF 1650, FoF 1653, FoF 1660, FoF 298, FoF 453, FoF 458
FoF 2161              ;Sct ;18 39 44.3 -04 41 25      ;Op   ;OC?   ;   37.56;   2169;        ;        ;        ; GDR2_Rej            ;FoF 2162, FoF 298, FoF 453, FoF 457
Iss 612               ;Sct ;18 39 52.9 -06 09 23      ;Op   ;***   ;    0.90;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1650              ;Sct ;18 39 56.1 -04 28 37      ;Op   ;OC?   ;   21.60;   2907;        ;        ;        ; GDR2_Rej            ;FoF 1646, FoF 1653, FoF 1660, FoF 1661, FoF 298, FoF 450, FoF 451, FoF 453
Ryu 819               ;Sct ;18 40 06.8 -10 23 33      ;IR   ;***   ;    1.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 613               ;Sct ;18 40 10.7 -06 03 22      ;Op   ;***   ;    1.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 847               ;Sct ;18 40 15.9 -08 04 47      ;IR   ;OC??  ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Iss 614               ;Sct ;18 40 17.0 -06 17 22      ;Op   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Iss 615               ;Sct ;18 40 19.7 -08 36 21      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1644              ;Sct ;18 40 25.8 -05 43 54      ;Op   ;OC?   ;   21.24;   3257;        ;        ;        ; GDR2_Rej            ;FoF 1222, FoF 1645, FoF 1648, FoF 452
Iss 617               ;Sct ;18 40 28.7 -06 03 21      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1645              ;Sct ;18 40 30.6 -05 38 32      ;Op   ;OC?   ;   26.88;   2755;        ;        ;        ; GDR2_Rej            ;FoF 1222, FoF 1644, FoF 1648, FoF 1651, FoF 452
van Wulfen 29         ;Sct ;18 40 31.0 -03 54 00      ;Op   ;***   ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1648              ;Sct ;18 40 32.9 -05 54 36      ;Op   ;OC?   ;   14.40;   2833;        ;        ;        ; GDR2_Rej            ;FoF 1644, FoF 1645, FoF 452
Bica 73               ;Sct ;18 40 35.0 -04 53 56      ;IR   ;OC??  ;    3.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 259               ;Sct ;18 40 35.4 -05 11 22      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Iss 618               ;Sct ;18 40 38.7 -04 17 20      ;Op   ;***   ;   12.90;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1653              ;Sct ;18 40 39.1 -04 05 36      ;Op   ;OC?   ;   34.08;   3509;        ;        ;        ; GDR2_Rej            ;FoF 1650, FoF 1660, FoF 1661, FoF 1663, FoF 1667, FoF 298, FoF 453, FoF 458
TC 1840-0539          ;Sct ;18 40 41.0 -05 39 54      ;Op   ;***   ;    0.70;       ;        ;        ;        ; GDR2_Rej            ;
Teutsch 272           ;Sct ;18 40 41.0 -05 39 54      ;Op   ;OC?   ;    1.00;   2800;        ;        ;        ; GDR2_Rej            ;
LMR 63                ;Sct ;18 40 42.1 -04 51 04      ;IR   ;SFR   ;    7.70;   4000;        ;        ;        ; GDR2_Rej            ;
TC 1840-0853          ;Sct ;18 40 43.0 -08 53 36      ;Op   ;***   ;    1.30;       ;        ;        ;        ; GDR2_Rej            ;
FoF 453               ;Sct ;18 40 44.0 -04 00 21      ;Op   ;OC?   ;   64.68;   2639;        ;        ;        ; GDR2_Rej            ;FoF 1643, FoF 1646, FoF 1650, FoF 1653, FoF 1660, FoF 1661, FoF 1663, FoF 1664, FoF 1667, FoF 2161, FoF 298, FoF 450, FoF 457, FoF 458
Bica 71               ;Sct ;18 40 45.0 -05 20 50      ;IR   ;OC??  ;    0.70;       ;        ;        ;        ; GDR2_Rej            ;
LMR 61                ;Sct ;18 40 45.9 -05 19 05      ;IR   ;SFR   ;    2.60;   4900;        ;        ;        ; GDR2_Rej            ;
Ryu 263               ;Sct ;18 40 48.7 -04 45 08      ;IR   ;EC    ;    1.60;  12600;        ;        ;        ; GDR2_Rej            ;
Iss 703               ;Sct ;18 40 50.9 -09 37 19      ;Op   ;***   ;    3.90;       ;        ;        ;        ; GDR2_Rej            ;
FoF 452               ;Sct ;18 40 53.0 -05 37 01      ;Op   ;OC?   ;   47.28;   3704;        ;        ;        ; GDR2_Rej            ;FoF 1222, FoF 1644, FoF 1645, FoF 1647, FoF 1648, FoF 450
FoF 1660              ;Sct ;18 41 08.7 -04 21 33      ;Op   ;OC?   ;   32.28;   3205;        ;        ;        ; GDR2_Rej            ;FoF 1643, FoF 1649, FoF 1650, FoF 1653, FoF 1661, FoF 1663, FoF 298, FoF 453
Iss 704               ;Sct ;18 41 08.8 -09 29 18      ;Op   ;***   ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 231               ;Sct ;18 41 12.5 -14 50 22      ;IR   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 705               ;Sct ;18 41 15.0 -14 43 18      ;Op   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
DBO 3                 ;Sct ;18 41 18.0 -05 07 46      ;IR   ;EC    ;    0.60;  12640;        ;        ;        ; GDR2_Rej            ;
LMR 62                ;Sct ;18 41 31.0 -05 06 27      ;IR   ;SFR   ;    4.60;   5600;        ;        ;        ; GDR2_Rej            ;
FSR 65                ;Sct ;18 41 34.0 -11 31 36      ;Op   ;***   ;    0.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 876               ;Sct ;18 41 34.4 -05 24 56      ;IR   ;OC??  ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 706               ;Sct ;18 41 36.7 -12 49 16      ;Op   ;***   ;    2.50;       ;        ;        ;        ; GDR2_Rej            ;
Bica 72               ;Sct ;18 41 38.0 -05 06 42      ;IR   ;OC??  ;    0.60;       ;        ;        ;        ; GDR2_Rej            ;
DBO 1                 ;Sct ;18 41 39.0 -05 03 31      ;IR   ;EC    ;    2.00;   5600;        ;        ;        ; GDR2_Rej            ;
DBO 4                 ;Sct ;18 41 41.0 -05 05 14      ;IR   ;EC    ;    1.50;       ;        ;        ;        ; GDR2_Rej            ;
Iss 619               ;Sct ;18 41 42.0 -07 07 16      ;Op   ;***   ;    4.30;       ;        ;        ;        ; GDR2_Rej            ;
Iss 620               ;Sct ;18 41 48.0 -07 09 15      ;Op   ;***   ;    2.30;       ;        ;        ;        ; GDR2_Rej            ;
FoF 457               ;Sct ;18 41 50.1 -03 54 40      ;Op   ;OC?   ;  101.40;   2169;        ;        ;        ; GDR2_Rej            ;FoF 1664, FoF 1670, FoF 2161, FoF 2162, FoF 2168, FoF 2169, FoF 453, FoF 458
IC 4768               ;Sct ;18 41 52.0 -05 23 22      ;Op   ;***   ;   30.00;       ;        ;        ;        ; GDR2_Rej            ;Bigourdan I (SW), Bigourdan II (NE)
Ryu 886               ;Sct ;18 42 06.3 -04 22 20      ;IR   ;EC    ;    1.10;  10300;        ;        ;        ; GDR2_Rej            ;
FoF 1663              ;Sct ;18 42 13.9 -04 30 06      ;Op   ;OC?   ;   25.20;   3040;        ;        ;        ; GDR2_Rej            ;FoF 1653, FoF 1660, FoF 1670, FoF 298, FoF 453
Ryu 883               ;Sct ;18 42 16.8 -04 28 40      ;IR   ;EC    ;    0.90;   5800;        ;        ;        ; GDR2_Rej            ;
Iss 621               ;Sct ;18 42 17.1 -06 23 13      ;Op   ;***   ;    3.10;       ;        ;        ;        ; GDR2_Rej            ;
Alessi J1842-0629     ;Sct ;18 42 18.1 -06 30 54      ;Op   ;Ass?  ;   39.00;   2920;        ;        ;        ; GDR2_Rej            ;
Iss 622               ;Sct ;18 42 29.5 -06 42 12      ;Op   ;***   ;    1.70;       ;        ;        ;        ; GDR2_Rej            ;
Iss 707               ;Sct ;18 42 33.4 -10 05 12      ;Op   ;***   ;    1.60;       ;        ;        ;        ; GDR2_Rej            ;
Iss 623               ;Sct ;18 42 36.4 -07 32 12      ;Op   ;***   ;    2.30;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 826               ;Sct ;18 42 42.6 -09 39 57      ;IR   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 892               ;Sct ;18 42 49.7 -04 09 49      ;IR   ;EC    ;    1.00;   7500;        ;        ;        ; GDR2_Rej            ;
WZW 1                 ;Sct ;18 42 50.3 -04 03 22      ;IR   ;EC    ;    7.00;   4500;        ;        ;        ; GDR2_Rej            ;Urq G28.37+0.08
Button Hook           ;Sct ;18 43 00.0 -06 50 00      ;Op   ;***   ;   75.00;       ;        ;        ;        ; GDR2_Rej            ;
HD 172831 Grp         ;Sct ;18 43 04.0 -06 55 12      ;Op   ;***   ;   27.00;       ;        ;        ;        ; GDR2_Rej            ;TC 1843-0655, Saloranta J1843-0654
Ryu 243               ;Sct ;18 43 06.7 -11 29 01      ;IR   ;OC??  ;    5.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 818               ;Sct ;18 43 07.2 -10 53 21      ;IR   ;***   ;    2.00;       ;        ;        ;        ; GDR2_Rej            ;
FoF 298               ;Sct ;18 43 09.0 -04 04 56      ;Op   ;OC?   ;   68.64;   3247;        ;        ;        ; GDR2_Rej            ;FoF 1226, FoF 1227, FoF 1650, FoF 1653, FoF 1660, FoF 1661, FoF 1663, FoF 1664, FoF 1667, FoF 1670, FoF 2161, FoF 453, FoF 458
Ryu 816               ;Sct ;18 43 11.0 -11 05 01      ;IR   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 238               ;Sct ;18 43 24.5 -13 20 51      ;IR   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Iss 624               ;Sct ;18 43 37.7 -08 36 07      ;Op   ;***   ;    2.20;       ;        ;        ;        ; GDR2_Rej            ;
Alessi J1843-0556     ;Sct ;18 43 47.0 -05 56 30      ;Op   ;***   ;   30.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 889               ;Sct ;18 43 47.8 -04 32 22      ;IR   ;***   ;    2.40;       ;        ;        ;        ; GDR2_Rej            ;
Lorenzin 5            ;Sct ;18 43 51.0 -10 48 30      ;Op   ;***   ;    5.00;       ;        ;        ;        ; GDR2_Rej            ;
Iss 625               ;Sct ;18 44 00.1 -07 14 06      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
BDSB 123              ;Sct ;18 44 15.0 -04 17 55      ;IR   ;EC    ;    0.60;   3180;        ;        ;        ; GDR2_Rej            ;
Ryu 810               ;Sct ;18 44 15.9 -12 00 59      ;IR   ;***   ;    2.80;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 896               ;Sct ;18 44 27.3 -04 10 35      ;IR   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 626               ;Sct ;18 44 30.2 -07 20 03      ;Op   ;***   ;    1.80;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1226              ;Sct ;18 44 39.8 -04 50 20      ;Op   ;OC?   ;   22.44;   3690;        ;        ;        ; GDR2_Rej            ;FoF 1223, FoF 1224, FoF 1227, FoF 1228, FoF 1231, FoF 1232, FoF 298
FoF 1224              ;Sct ;18 44 41.5 -04 57 54      ;Op   ;OC?   ;    7.68;   4167;        ;        ;        ; GDR2_Rej            ;FoF 1223, FoF 1226, FoF 1232
SUH 15                ;Sct ;18 44 49.0 -04 01 41      ;IR   ;EC    ;    2.80;   5400;        ;        ;        ; GDR2_Rej            ;
Iss 708               ;Sct ;18 44 58.3 -10 52 02      ;Op   ;***   ;    8.40;       ;        ;        ;        ; GDR2_Rej            ;
Essertoo String       ;Sct ;18 45 00.0 -10 36 00      ;Op   ;***   ;    6.00;       ;        ;        ;        ; GDR2_Rej            ;
Ryu 808               ;Sct ;18 45 22.9 -12 22 09      ;IR   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
FSR 69                ;Sct ;18 45 23.3 -10 27 36      ;Op   ;***   ;   15.60;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1227              ;Sct ;18 45 30.4 -04 39 25      ;Op   ;OC?   ;   23.04;   3953;        ;        ;        ; GDR2_Rej            ;FoF 1226, FoF 1228, FoF 1229, FoF 1231, FoF 1232, FoF 1233, FoF 1236, FoF 298
Iss 627               ;Sct ;18 45 32.8 -04 23 59      ;Op   ;***   ;    7.80;       ;        ;        ;        ; GDR2_Rej            ;
Iss 628               ;Sct ;18 45 32.8 -04 25 59      ;Op   ;***   ;    2.60;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1232              ;Sct ;18 45 35.7 -04 57 21      ;Op   ;OC?   ;   15.00;   3546;        ;        ;        ; GDR2_Rej            ;FoF 1224, FoF 1226, FoF 1227, FoF 1228, FoF 1231, FoF 1233, FoF 1234
Iss 709               ;Sct ;18 45 46.7 -11 07 58      ;Op   ;***   ;    2.10;       ;        ;        ;        ; GDR2_Rej            ;
FoF 1228              ;Sct ;18 46 01.0 -04 45 52      ;Op   ;OC?   ;   20.04;   3521;        ;        ;        ; GDR2_Rej            ;FoF 1226, FoF 1227, FoF 1229, FoF 1230, FoF 1231, FoF 1232, FoF 1233, FoF 1234, FoF 1236, FoF 299
FoF 1234              ;Sct ;18 46 02.2 -04 59 35      ;Op   ;OC?   ;   12.72;   3546;        ;        ;        ; GDR2_Rej            ;FoF 1228, FoF 1231, FoF 1232, FoF 1233
FoF 1231              ;Sct ;18 46 14.7 -04 58 17      ;Op   ;OC?   ;   23.64;   3717;        ;        ;        ; GDR2_Rej            ;FoF 1226, FoF 1227, FoF 1228, FoF 1229, FoF 1230, FoF 1232, FoF 1233, FoF 1234, FoF 1236, FoF 299
