Name                  ;Cns ; RA          ; De         ;Wv   ;Typ   ;   Diam;   Dist;E(B-V);   Age;    pmRA;    pmDe;   RV   ; Reference           ;Aliases
Theia_221             ;Oph ;258.73528300 ;-23.9541368 ;Op   ;Asc   ;  752.7;    276;      ;  8.00;   -5.21;   -5.79;  -28.62; 2019AJ....158..122K ;
Theia_222             ;Sgr ;285.92525830 ;-16.4037648 ;Op   ;Asc   ;  416.5;    281;      ;  7.98;    0.46;  -10.14;  -19.22; 2019AJ....158..122K ;
Theia_224             ;Ori ; 84.18125630 ; +5.6863858 ;Op   ;Asc   ;  405.5;    289;      ;  7.96;   -5.73;   -7.34;   14.64; 2019AJ....158..122K ;
Theia_226             ;Cep ;310.77302450 ;+78.7069075 ;Op   ;Asc   ; 1550.6;    275;      ;  7.99;   12.39;    1.25;   -7.76; 2019AJ....158..122K ;
Theia_227             ;Sgr ;271.72764530 ;-16.3434756 ;Op   ;Asc   ; 2444.0;    311;      ;  7.99;    2.13;   -2.82;  -21.58; 2019AJ....158..122K ;
Theia_228             ;Sge ;300.99339020 ;+19.9133749 ;Op   ;Str   ;  679.1;    316;      ;  7.98;    0.77;   -5.58;  -15.79; 2019AJ....158..122K ;
Theia_229             ;Col ; 91.76732370 ;-28.1251464 ;Op   ;Asc   ;  772.6;    313;      ;  8.00;   -6.45;   -0.03;    6.79; 2019AJ....158..122K ;
Theia_230             ;Tau ; 66.29429830 ;+12.6563862 ;Op   ;Asc   ; 1063.3;    321;      ;  7.95;    4.56;   -5.95;    8.93; 2019AJ....158..122K ;
Theia_231             ;Vel ;158.50900000 ;-47.2630000 ;Op   ;OC    ;   81.6;    326;      ;  7.96;  -22.56;    6.38;        ; 2020A&A...633A..99C ;Alessi 114, UPK 552
Theia_232             ;Cas ; 16.38244770 ;+50.7008603 ;Op   ;Asc   ;  808.2;    333;      ;  7.97;   15.16;   -6.90;   -8.57; 2019AJ....158..122K ;
Theia_234             ;Car ;122.88700000 ;-52.5210000 ;Op   ;OC    ;  141.7;    349;      ;  7.95;   -6.88;    2.63;        ; 2020A&A...633A..99C ;UPK 533
Theia_235             ;Tau ; 72.57844430 ;+17.2185902 ;Op   ;Asc   ;  645.2;    384;      ;  7.95;   -0.13;   -8.06;    8.29; 2019AJ....158..122K ;
Theia_236             ;Aql ;286.14737910 ;+12.4587009 ;Op   ;Str   ; 1295.6;    385;      ;  7.93;   -0.84;   -8.89;    4.54; 2019AJ....158..122K ;
Theia_237             ;Vel ;129.75993690 ;-45.9077229 ;Op   ;Str   ;  845.3;    382;      ;  7.90;   -3.57;    3.09;   20.28; 2019AJ....158..122K ;
Theia_238             ;Lep ; 79.54207060 ;-10.9259894 ;Op   ;Asc   ;  527.3;    403;      ;  7.93;    2.91;    4.00;   30.93; 2019AJ....158..122K ;
Theia_239             ;CMa ;104.43596570 ;-23.9868876 ;Op   ;Asc   ;  503.4;    417;      ;  7.98;   -9.61;    1.15;   20.22; 2019AJ....158..122K ;
Theia_240             ;Sgr ;278.61294590 ;-19.8029206 ;Op   ;Asc   ;  420.3;    417;      ;  7.97;    0.15;   -4.73;   -5.92; 2019AJ....158..122K ;
Theia_241             ;Sgr ;293.54574990 ;-42.6678389 ;Op   ;Asc   ;  643.1;    406;      ;  7.99;    3.41;   -6.07;   -9.95; 2019AJ....158..122K ;
Theia_242             ;Her ;283.48226170 ;+17.5276714 ;Op   ;Asc   ;  645.6;    426;      ;  7.95;   -1.45;   -2.99;  -14.34; 2019AJ....158..122K ;
Theia_243             ;Cyg ;323.65195380 ;+51.3150392 ;Op   ;Asc   ; 1008.0;    415;      ;  7.92;   -2.05;   -7.58;   -1.79; 2019AJ....158..122K ;
Theia_244             ;Vel ;145.64334470 ;-54.7681464 ;Op   ;Str   ; 1048.4;    433;      ;  7.92;  -15.80;    8.94;   12.28; 2019AJ....158..122K ;
Theia_246             ;Mus ;190.63452310 ;-66.0299509 ;Op   ;Str   ; 1322.2;    432;      ;  7.91;  -13.14;   -3.16;   10.15; 2019AJ....158..122K ;
Theia_247             ;Aql ;301.41287270 ;+11.6794965 ;Op   ;Asc   ;  759.2;    450;      ;  7.98;   -1.44;  -12.04;   -4.73; 2019AJ....158..122K ;
Theia_248             ;Cyg ;323.67990810 ;+52.6701931 ;Op   ;Str   ; 1339.2;    450;      ;  7.97;    9.87;    6.91;  -16.54; 2019AJ....158..122K ;
Theia_249             ;Pup ;101.82124040 ;-37.2460591 ;Op   ;Asc   ;  849.4;    468;      ;  7.95;   -8.04;   10.18;   37.60; 2019AJ....158..122K ;
Theia_250             ;Cen ;169.63840060 ;-56.4433569 ;Op   ;Str   ; 1223.1;    462;      ;  7.91;  -19.32;    4.50;   -0.77; 2019AJ....158..122K ;
Theia_253             ;Cyg ;295.26172990 ;+32.2126291 ;Op   ;Str   ;  559.3;    564;      ;  7.94;    1.68;   -1.31;  -20.35; 2019AJ....158..122K ;
Theia_255             ;Aur ; 91.63896500 ;+32.6194953 ;Op   ;Asc   ;  961.2;    563;      ;  7.99;   -1.84;   -2.08;   -9.19; 2019AJ....158..122K ;contains UPK 376
Theia_256             ;Cnc ;122.77661680 ; +7.6940363 ;Op   ;Asc   ;  538.5;    556;      ;  8.00;   -7.85;   -1.53;   25.95; 2019AJ....158..122K ;
Theia_258             ;Per ; 34.25883370 ;+55.9078613 ;Op   ;Asc   ;  539.1;    591;      ;  7.99;   -4.46;    0.44;  -16.57; 2019AJ....158..122K ;?UPK 281
Theia_260             ;Del ;315.41453420 ;+16.2803133 ;Op   ;Asc   ;  777.5;    603;      ;  7.92;    9.44;   -2.68;   -7.11; 2019AJ....158..122K ;
Theia_261             ;Mon ;105.43015730 ; -0.0692014 ;Op   ;Str   ;  950.5;    606;      ;  7.97;   -1.78;   -1.28;   18.19; 2019AJ....158..122K ;contains Gulliver 22
Theia_262             ;Cyg ;319.43580800 ;+41.6627895 ;Op   ;Str   ;  898.7;    627;      ;  7.93;    2.86;   -0.99;   -3.93; 2019AJ....158..122K ;
Theia_264             ;Aps ;212.77500000 ;-75.8960000 ;Op   ;OC    ;   37.9;    713;      ;  7.92;   -6.79;   -5.55;        ; 2020A&A...633A..99C ;UPK 585
Theia_265             ;CMa ;106.76660870 ;-11.5460436 ;Op   ;Asc   ;  439.0;    708;      ;  7.96;   -2.76;    1.43;   34.72; 2019AJ....158..122K ;
Theia_267             ;Mon ;104.90136740 ; -8.8957412 ;Op   ;Asc   ;  773.0;    736;      ;  7.93;   -3.45;    2.34;   37.18; 2019AJ....158..122K ;UPK 444
Theia_268             ;Sge ;289.57291340 ;+17.5612413 ;Op   ;MG    ;  127.2;    760;      ;  8.34;   -0.07;   -6.74;        ; 2019arXiv190706872S ;UPK 56
Theia_269             ;Del ;313.78893320 ;+16.4926505 ;Op   ;Asc   ;  459.9;    738;      ;  7.92;    2.36;    2.22;   -0.47; 2019AJ....158..122K ;
Theia_270             ;TrA ;234.58100000 ;-65.9570000 ;Op   ;OC    ;   21.6;    758;      ;  7.89;   -3.62;   -4.19;        ; 2020A&A...633A..99C ;UPK 605, UBC 304
Theia_271             ;Ori ; 78.79600000 ; +6.2670000 ;Op   ;OC    ;   21.5;    809;      ;  7.93;   -0.51;   -1.96;        ; 2020A&A...633A..99C ;Kernya 28, HD 34066 Grp, UPK 394, UBC 202
Theia_272             ;Vel ;134.59754560 ;-49.3863205 ;Op   ;Asc   ;  650.7;    762;      ;  7.97;  -12.76;    7.70;   57.94; 2019AJ....158..122K ;
Theia_273             ;Sgr ;274.98867590 ;-22.1316354 ;Op   ;Asc   ;  466.0;    762;      ;  7.97;    1.92;    0.01;    3.52; 2019AJ....158..122K ;
Theia_274             ;Vel ;128.53028930 ;-39.6792412 ;Op   ;Asc   ;  133.2;    756;      ;  7.95;   -8.22;    5.64;        ; 2019arXiv190706872S ;UPK 510
Theia_275             ;CMi ;110.55378430 ; +6.6459813 ;Op   ;Str   ;  691.2;    769;      ;  7.92;   -2.92;   -1.98;   27.43; 2019AJ....158..122K ;contains UPK 418
Theia_276             ;Cyg ;315.55100000 ;+29.9970000 ;Op   ;OC    ;   69.6;    857;      ;  7.80;    1.03;   -4.74;        ; 2020A&A...633A..99C ;UPK 108
Theia_279             ;Pup ;122.69868220 ;-37.2613390 ;Op   ;Asc   ;  320.7;    789;      ;  7.91;   -5.55;    6.53;   28.97; 2019AJ....158..122K ;
Theia_280             ;Lac ;341.74010710 ;+49.7666644 ;Op   ;Asc   ;  477.6;    801;      ;  7.98;   -2.02;   -5.31;  -21.33; 2019AJ....158..122K ;
Theia_281             ;Ori ; 94.01113910 ; +7.7667380 ;Op   ;Asc   ;  461.5;    804;      ;  7.91;   -0.92;   -3.83;   24.69; 2019AJ....158..122K ;
Theia_282             ;Ori ; 93.55144070 ;+10.6495123 ;Op   ;Str   ; 1128.0;    801;      ;  7.94;   -1.69;   -1.87;   11.65; 2019AJ....158..122K ;?contains UPK 396
Theia_283             ;CMa ;107.96323090 ;-18.0565171 ;Op   ;Asc   ;  661.5;    825;      ;  7.96;   -3.84;    4.35;   34.22; 2019AJ....158..122K ;
Theia_288             ;Sco ;263.07500000 ;-44.3200000 ;Op   ;OC    ;   60.2;    981;      ;  7.97;    2.35;   -4.34;        ; 2020A&A...633A..99C ;UPK 642
Theia_289             ;Cen ;201.02400000 ;-49.8470000 ;Op   ;OC    ;   97.1;    904;      ;  7.96;   -8.86;   -2.58;        ; 2020A&A...633A..99C ;Alessi 97, UPK 587
Theia_29              ;Cha ;195.19566020 ;-77.5534302 ;Op   ;Asc   ;  410.7;    202;      ;  7.10;  -20.05;   -7.30;  -20.62; 2019AJ....158..122K ;
Theia_290             ;Sco ;262.77027440 ;-35.4049442 ;Op   ;MG    ;  136.8;    865;      ;  8.35;   -1.25;   -3.74;        ; 2019arXiv190706872S ;UPK 649
Theia_291             ;Aql ;285.17205340 ; -8.4438063 ;Op   ;Str   ;  787.2;    837;      ;  7.94;    0.01;   -4.93;  -16.18; 2019AJ....158..122K ;contains UPK 26
Theia_292             ;TrA ;236.27381710 ;-64.0121679 ;Op   ;Asc   ;  382.9;    841;      ;  7.99;   -1.10;   -3.82;  -13.05; 2019AJ....158..122K ;
Theia_300             ;Del ;305.98026980 ;+18.8854982 ;Op   ;MG    ; 1130.3;    144;      ;  8.08;    7.17;   -9.14;  -17.01; 2019AJ....158..122K ;
Theia_302             ;Pyx ;138.48464630 ;-34.6561107 ;Op   ;MG    ;  667.7;    214;      ;  8.08;   -9.53;   -6.71;   23.25; 2019AJ....158..122K ;
Theia_304             ;Lep ; 80.74238890 ;-14.0321209 ;Op   ;MG    ;  943.8;    224;      ;  8.03;   -9.99;   -1.78;   21.45; 2019AJ....158..122K ;
Theia_305             ;Nor ;233.30055600 ;-52.8339871 ;Op   ;Str   ;  934.2;    244;      ;  8.09;  -17.96;  -16.79;  -21.34; 2019AJ....158..122K ;
Theia_306             ;Cas ; 47.94409780 ;+61.8772851 ;Op   ;Str   ; 2913.0;    258;      ;  8.03;   13.58;   -5.09;   -2.79; 2019AJ....158..122K ;
Theia_307             ;Sco ;259.80843790 ;-42.6526150 ;Op   ;MG    ; 1165.5;    252;      ;  8.08;    5.11;    5.25;    6.40; 2019AJ....158..122K ;
Theia_308             ;CMa ;102.40069300 ;-24.6522726 ;Op   ;Str   ; 1216.7;    255;      ;  8.04;   -6.59;    1.96;   19.52; 2019AJ....158..122K ;
Theia_309             ;TrA ;237.04016790 ;-67.3130158 ;Op   ;Str   ; 2428.5;    271;      ;  8.04;  -12.25;   -6.86;    7.32; 2019AJ....158..122K ;
Theia_310             ;Lac ;333.40113440 ;+43.2855136 ;Op   ;Str   ; 1413.0;    273;      ;  8.02;    7.91;   -5.61;   -8.91; 2019AJ....158..122K ;
Theia_312             ;Peg ;334.84087510 ;+34.0793537 ;Op   ;Str   ;  997.0;    292;      ;  8.00;    6.60;    5.06;   -7.94; 2019AJ....158..122K ;
Theia_313             ;Pup ;121.81516890 ;-40.9054983 ;Op   ;MG    ;  335.2;    397;      ;  8.07;  -10.09;   14.22;   25.69; 2019AJ....158..122K ;?AWJ 259.00-03.25
Theia_314             ;Del ;314.02502480 ;+16.9547480 ;Op   ;MG    ;  466.3;    393;      ;  8.04;    5.52;   -4.63;  -11.58; 2019AJ....158..122K ;
Theia_315             ;Lyr ;289.45727580 ;+27.5813617 ;Op   ;MG    ;  560.8;    425;      ;  8.09;    5.60;    4.94;  -18.54; 2019AJ....158..122K ;
Theia_317             ;CrA ;287.20448750 ;-40.1014836 ;Op   ;MG    ;  532.8;    430;      ;  8.05;   -1.01;   -9.99;   10.41; 2019AJ....158..122K ;
Theia_318             ;Pup ;113.37312810 ;-12.7855686 ;Op   ;MG    ;  590.7;    454;      ;  8.01;   -1.75;   -2.45;   20.34; 2019AJ....158..122K ;
Theia_319             ;CMa ;102.03508900 ;-16.0604991 ;Op   ;MG    ;  610.0;    461;      ;  8.00;   -4.34;    1.46;   18.47; 2019AJ....158..122K ;
Theia_321             ;Cas ; 38.07679440 ;+59.9249591 ;Op   ;MG    ;  919.2;    489;      ;  8.06;   10.44;   -7.14;   -5.93; 2019AJ....158..122K ;
Theia_322             ;Cas ; 11.54488260 ;+51.0212369 ;Op   ;MG    ;  783.2;    504;      ;  8.08;    6.86;   -2.65;   -9.23; 2019AJ....158..122K ;
Theia_324             ;Gem ; 98.08626500 ;+25.6561377 ;Op   ;MG    ;  663.8;    591;      ;  8.06;    0.57;   -1.86;   -5.51; 2019AJ....158..122K ;
Theia_326             ;Gem ;117.72749060 ;+17.0776064 ;Op   ;Str   ;  978.3;    570;      ;  8.08;   -6.67;   -4.27;   17.28; 2019AJ....158..122K ;
Theia_327             ;Pup ;102.48356640 ;-38.9730412 ;Op   ;Str   ;  838.6;    596;      ;  8.01;   -2.41;    6.37;   23.16; 2019AJ....158..122K ;
Theia_328             ;Sgr ;272.13868770 ;-28.5163051 ;Op   ;MG    ;  354.4;    613;      ;  8.10;    2.34;   -0.76;  -30.60; 2019AJ....158..122K ;
Theia_329             ;Aql ;294.11362810 ; -2.7112031 ;Op   ;Str   ;  989.7;    628;      ;  7.96;    0.04;   -9.22;    4.41; 2019AJ....158..122K ;contains UPK 40, UPK 46
Theia_332             ;Cyg ;298.97608420 ;+32.8870196 ;Op   ;MG    ;  516.3;    650;      ;  8.04;    3.95;    1.36;  -14.57; 2019AJ....158..122K ;
Theia_333             ;Vul ;292.84289320 ;+26.4334775 ;Op   ;MG    ;  210.6;    636;      ;  8.08;    0.89;   -5.47;   -1.20; 2019AJ....158..122K ;
Theia_334             ;Sco ;264.80700620 ;-36.8665347 ;Op   ;Str   ; 1038.0;    670;      ;  8.03;    2.48;   -1.80;  -25.54; 2019AJ....158..122K ;
Theia_336             ;Del ;305.37000000 ;+13.4680000 ;Op   ;OC    ;   35.4;    688;      ;  8.05;    0.53;   -9.98;        ; 2020A&A...633A..99C ;UPK 66
Theia_337             ;CrA ;270.16700000 ;-42.7390000 ;Op   ;OC    ;   29.0;    701;      ;  8.02;    2.77;   -2.84;        ; 2020A&A...633A..99C ;UPK 645
Theia_339             ;Cen ;211.80832690 ;-64.2156002 ;Op   ;Str   ;  719.9;    692;      ;  8.06;   -4.76;   -3.81;    0.30; 2019AJ....158..122K ;
Theia_34              ;Cas ; 26.95894830 ;+58.6840376 ;Op   ;Asc   ; 1756.9;    434;      ;  7.10;    8.07;   -2.50;   -7.88; 2019AJ....158..122K ;
Theia_340             ;Aur ; 74.24990210 ;+39.6151790 ;Op   ;MG    ;  595.5;    697;      ;  8.05;   -1.60;   -1.62;   -3.03; 2019AJ....158..122K ;
Theia_341             ;Per ; 62.26993090 ;+50.4125301 ;Op   ;MG    ;  688.2;    694;      ;  8.03;    2.77;   -4.77;   -3.17; 2019AJ....158..122K ;UPK 323
Theia_342             ;CMa ;101.50637760 ;-12.4935630 ;Op   ;Str   ;  680.5;    697;      ;  8.01;   -3.00;   -1.08;   32.36; 2019AJ....158..122K ;
Theia_344             ;Mon ;105.04949800 ; -8.1775453 ;Op   ;Str   ;  637.9;    706;      ;  8.05;   -3.76;   -1.96;   26.20; 2019AJ....158..122K ;
Theia_345             ;Tau ; 85.26175680 ;+21.3719024 ;Op   ;MG    ;  743.1;    706;      ;  8.01;    0.11;   -5.18;    9.34; 2019AJ....158..122K ;
Theia_347             ;Aql ;289.64112440 ; -0.4605606 ;Op   ;MG    ;  593.7;    755;      ;  8.01;    3.16;    1.15;   -3.93; 2019AJ....158..122K ;
Theia_348             ;Nor ;248.50501440 ;-52.3709263 ;Op   ;Str   ; 1385.5;    738;      ;  8.06;   -1.74;   -8.62;  -16.81; 2019AJ....158..122K ;
Theia_35              ;CMa ;107.78569580 ;-19.5604106 ;Op   ;Asc   ;  413.0;    431;      ;  7.36;   -7.79;    3.69;   25.41; 2019AJ....158..122K ;UPK 469
Theia_350             ;Cen ;211.89757660 ;-61.5216595 ;Op   ;Asc   ;   99.6;    734;      ;  7.91;   -9.17;   -7.36;        ; 2019arXiv190706872S ;UPK 591
Theia_351             ;Sgr ;276.78400000 ;-17.3420000 ;Op   ;OC    ;   21.0;    799;      ;  8.25;   -0.26;   -5.84;        ; 2020A&A...633A..99C ;UPK 7
Theia_352             ;Vul ;296.83795330 ;+19.5425371 ;Op   ;MG    ;  348.7;    767;      ;  8.09;   -1.74;   -7.96;   -7.21; 2019AJ....158..122K ;
Theia_354             ;Ara ;254.88565900 ;-45.8390571 ;Op   ;Str   ; 1166.2;    784;      ;  8.03;   -0.66;   -3.50;   -9.38; 2019AJ....158..122K ;
Theia_355             ;Pup ;121.28091300 ;-26.8692332 ;Op   ;MG    ;  478.6;    795;      ;  8.07;   -4.48;    2.60;   16.80; 2019AJ....158..122K ;
Theia_357             ;Nor ;243.67433570 ;-52.9066245 ;Op   ;Str   ;  649.3;    821;      ;  8.06;   -1.83;   -2.94;   -4.09; 2019AJ....158..122K ;
Theia_358             ;Mus ;194.09259920 ;-69.3275520 ;Op   ;Asc   ;  159.6;    947;      ;  7.97;   -4.22;   -2.43;        ; 2019arXiv190706872S ;UPK 582
Theia_359             ;Cen ;170.49468880 ;-59.3700765 ;Op   ;MG    ;  787.9;    877;      ;  8.02;  -10.88;    2.12;   -1.70; 2019AJ....158..122K ;
Theia_360             ;Mon ;108.96100000 ; -0.8840000 ;Op   ;OC    ;   55.0;    890;      ;  8.00;   -2.07;    0.08;        ; 2020A&A...633A..99C ;Alessi 175, UPK 429
Theia_361             ;Mon ;107.26096820 ; -7.1742403 ;Op   ;OC    ;   64.8;    864;      ;  7.89;   -0.91;   -1.21;        ; 2019arXiv190706872S ;Alessi J0709-0707, UPK 441, FoF 2302
Theia_362             ;Aql ;287.74848220 ; -8.2220857 ;Op   ;MG    ;  210.1;    868;      ;  8.01;   -0.84;   -2.39;    5.56; 2019AJ....158..122K ;
Theia_363             ;Nor ;241.63829620 ;-54.3277531 ;Op   ;Str   ;  685.4;    874;      ;  8.02;   -0.04;   -3.86;  -17.21; 2019AJ....158..122K ;
Theia_366             ;CMa ;107.52505580 ;-18.6079338 ;Op   ;Asc   ;   91.2;    924;      ;  7.99;   -3.57;    0.38;        ; 2019arXiv190706872S ;UPK 465
Theia_367             ;Cep ;350.94200000 ;+66.5050000 ;Op   ;OC    ;   33.0;    988;      ;  7.80;   -2.42;   -2.58;        ; 2020A&A...633A..99C ;UPK 220, FoF 2197, UBC 402
Theia_368             ;Sco ;252.39064900 ;-35.0864164 ;Op   ;Str   ; 1688.3;    138;      ;  8.10;  -11.48;  -46.66;    3.88; 2019AJ....158..122K ;
Theia_370             ;Ori ; 89.51355160 ;+10.6735605 ;Op   ;MG    ; 2273.0;    142;      ;  8.17;    0.21;  -14.39;   23.12; 2019AJ....158..122K ;
Theia_371             ;Vol ;117.60958350 ;-68.9535740 ;Op   ;MG    ;  850.8;    178;      ;  8.17;   -2.11;   -1.03;    9.64; 2019AJ....158..122K ;
Theia_373             ;CMa ;103.52075640 ;-28.8418985 ;Op   ;MG    ;  913.9;    190;      ;  8.11;  -10.30;   30.44;   51.11; 2019AJ....158..122K ;
Theia_374             ;Aps ;267.16422170 ;-68.1774221 ;Op   ;MG    ;  702.1;    263;      ;  8.11;   -5.79;  -37.17;    6.33; 2019AJ....158..122K ;
Theia_375             ;CrA ;270.25361310 ;-42.6910791 ;Op   ;Str   ;  940.1;    260;      ;  8.11;    2.38;  -22.07;  -18.35; 2019AJ....158..122K ;
Theia_376             ;Pyx ;138.81992380 ;-32.4239421 ;Op   ;MG    ;  800.6;    268;      ;  8.18;  -19.92;   15.45;   26.24; 2019AJ....158..122K ;
Theia_377             ;Ara ;258.27794390 ;-48.3065473 ;Op   ;MG    ;  966.0;    273;      ;  8.19;    0.78;   -8.91;   -5.70; 2019AJ....158..122K ;
Theia_378             ;Mon ;100.09386050 ; +4.4771501 ;Op   ;MG    ;  857.0;    271;      ;  8.11;    4.59;  -15.32;   23.79; 2019AJ....158..122K ;
Theia_381             ;Sco ;240.38742610 ;-26.5026253 ;Op   ;MG    ;  714.4;    410;      ;  8.11;   -5.30;   -5.18;   -3.44; 2019AJ....158..122K ;
Theia_383             ;Mon ;113.48095650 ; -0.9982675 ;Op   ;MG    ;  654.9;    459;      ;  8.13;   -1.83;   -0.18;    6.16; 2019AJ....158..122K ;
Theia_384             ;Cas ; 43.87512010 ;+66.7170150 ;Op   ;Str   ; 1493.3;    470;      ;  8.16;   -3.48;   -2.75;  -10.23; 2019AJ....158..122K ;
Theia_385             ;Gem ;100.09700990 ;+15.4675180 ;Op   ;MG    ;  650.1;    493;      ;  8.11;   -2.79;   -3.12;   16.98; 2019AJ....158..122K ;
Theia_386             ;Cas ;349.04340960 ;+62.8117193 ;Op   ;MG    ;  616.5;    546;      ;  8.11;   24.50;    4.81;  -52.30; 2019AJ....158..122K ;
Theia_387             ;Aur ; 79.18420030 ;+37.2590118 ;Op   ;OC    ;   87.6;    531;      ;  8.15;   -0.51;   -9.21;        ; 2019arXiv190706872S ;UPK 358
Theia_389             ;Sgr ;288.35501970 ;-24.2203159 ;Op   ;Str   ;  970.6;    545;      ;  8.15;    0.25;   -8.47;  -19.75; 2019AJ....158..122K ;contains UPK 12
Theia_39              ;Cas ; 35.96297060 ;+63.7137746 ;Op   ;Str   ; 1172.1;    567;      ;  7.20;   -1.13;   -4.66;   -6.85; 2019AJ....158..122K ;
Theia_392             ;Mon ; 91.02042300 ; -7.4523576 ;Op   ;MG    ;  507.6;    588;      ;  8.16;    1.20;   -0.29;   20.33; 2019AJ....158..122K ;
Theia_393             ;Cas ; 17.98252450 ;+55.9204649 ;Op   ;MG    ;  589.5;    584;      ;  8.46;    4.26;   -3.61;  -11.80; 2019AJ....158..122K ;UPK 249
Theia_394             ;Pup ;119.51579330 ;-14.0397159 ;Op   ;MG    ;  479.8;    598;      ;  8.20;   -4.94;    1.42;   31.62; 2019AJ....158..122K ;
Theia_395             ;Pup ;121.23700000 ;-11.4160000 ;Op   ;OC    ;   74.0;    587;      ;  8.15;   -6.97;   -1.65;        ; 2020A&A...633A..99C ;UPK 467
Theia_396             ;Pyx ;128.20967190 ;-26.1335497 ;Op   ;MG    ;  847.2;    597;      ;  8.11;   -8.78;    5.26;   33.06; 2019AJ....158..122K ;
Theia_398             ;CMa ;104.13363450 ;-19.6701393 ;Op   ;Asc   ;  228.0;    677;      ;  8.03;   -5.31;    1.46;        ; 2019arXiv190706872S ;UPK 463
Theia_399             ;Ori ; 92.84344500 ;+17.0054508 ;Op   ;MG    ;  321.3;    666;      ;  8.13;   -0.55;   -4.18;   14.42; 2019AJ....158..122K ;
Theia_40              ;Aql ;288.15146280 ; +8.1321163 ;Op   ;Str   ; 1049.3;    670;      ;  7.10;    0.48;   -3.71;   -9.56; 2019AJ....158..122K ;
Theia_400             ;Oph ;264.50212940 ;-17.9958179 ;Op   ;Str   ;  863.9;    661;      ;  8.10;    0.35;    0.48;  -32.36; 2019AJ....158..122K ;
Theia_401             ;And ;349.87831940 ;+47.9395558 ;Op   ;MG    ;  656.0;    682;      ;  8.20;   -0.80;   -3.40;   -8.20; 2019AJ....158..122K ;contains UPK 493
Theia_402             ;Vul ;292.44992740 ;+26.1203089 ;Op   ;MG    ;  430.4;    673;      ;  8.18;    2.34;    1.98;   10.75; 2019AJ....158..122K ;
Theia_403             ;Sct ;279.25775120 ; -7.1631487 ;Op   ;Str   ;  837.0;    689;      ;  8.16;    0.83;   -2.90;        ; 2019AJ....158..122K ;
Theia_404             ;Cen ;192.91600000 ;-50.5170000 ;Op   ;OC    ;  156.7;    741;      ;  8.03;  -10.74;   -3.28;        ; 2020A&A...633A..99C ;UPK 579
Theia_406             ;CrA ;275.04671180 ;-41.8546789 ;Op   ;MG    ;  349.9;    697;      ;  8.11;    0.08;   -2.19;   -2.83; 2019AJ....158..122K ;
Theia_408             ;Cyg ;297.69477350 ;+29.4638117 ;Op   ;MG    ;  258.2;    723;      ;  8.19;    0.21;   -3.21;    0.76; 2019AJ....158..122K ;
Theia_409             ;Mon ;108.23900000 ; -2.6310000 ;Op   ;OC    ;   73.9;    751;      ;  8.41;   -2.45;    0.75;        ; 2020A&A...633A..99C ;Alessi J0712-0236, UPK 431
Theia_410             ;Sgr ;275.22075700 ;-25.1282078 ;Op   ;MG    ;  394.9;    720;      ;  8.10;   -0.42;    2.12;    3.33; 2019AJ....158..122K ;
Theia_411             ;Car ;154.81765960 ;-60.2027162 ;Op   ;MG    ;  273.1;    760;      ;  8.11;   -9.51;    5.86;   -2.38; 2019AJ....158..122K ;
Theia_412             ;Aur ; 82.85993610 ;+30.8123961 ;Op   ;MG    ;  535.9;    755;      ;  8.10;    0.95;   -2.70;   -6.37; 2019AJ....158..122K ;
Theia_413             ;Car ;123.64697220 ;-53.7025374 ;Op   ;MG    ;  237.4;    803;      ;  8.17;   -6.01;    8.28;        ; 2019AJ....158..122K ;
Theia_414             ;CMa ;109.11484110 ;-18.3305902 ;Op   ;MG    ;  430.6;    765;      ;  8.13;   -2.79;    2.35;   35.84; 2019AJ....158..122K ;
Theia_415             ;Aur ; 83.42900020 ;+38.0015539 ;Op   ;MG    ;  611.2;    805;      ;  8.04;   -0.86;   -2.44;  -10.86; 2019AJ....158..122K ;UPK 360
Theia_416             ;Cas ; 25.72108810 ;+60.5194777 ;Op   ;MG    ;  452.6;    783;      ;  8.13;    1.82;   -1.76;  -61.27; 2019AJ....158..122K ;
Theia_417             ;Vel ;165.87500000 ;-56.9670000 ;Op   ;OC    ;   78.7;    824;      ;  8.04;  -11.67;    4.85;        ; 2020A&A...633A..99C ;UPK 562
Theia_420             ;Cyg ;318.84537490 ;+43.6801630 ;Op   ;MG    ;  372.8;    866;      ;  8.20;   -3.04;   -3.94;   -0.69; 2019AJ....158..122K ;
Theia_423             ;TrA ;227.75437460 ;-65.5664455 ;Op   ;Asc   ;  187.2;    886;      ;  8.00;   -1.32;   -3.94;        ; 2019arXiv190706872S ;UPK 602
Theia_425             ;Sco ;253.45456000 ;-43.1099682 ;Op   ;MG    ; 1916.9;    110;      ;  8.28;  -50.48;  -87.81;  -19.46; 2019AJ....158..122K ;
Theia_427             ;Cyg ;296.72557660 ;+29.4533610 ;Op   ;MG    ; 2116.0;    140;      ;  8.28;    6.55;   -5.37;  -12.77; 2019AJ....158..122K ;
Theia_428             ;Her ;275.44528180 ;+24.4870237 ;Op   ;Str   ; 2353.3;    151;      ;  8.26;    8.82;   21.26;  -23.14; 2019AJ....158..122K ;
Theia_429             ;Lyn ;101.71698480 ;+57.1932853 ;Op   ;MG    ; 1598.0;    152;      ;  8.24;   -1.56;  -40.23;    4.83; 2019AJ....158..122K ;
